0.985039,-1.09894,-0.536386
-0.986407,-1.81103,0.747413
0.617458,1.2362,-0.424685
-1.11301,0.876188,-0.471208
1.91553,1.71359,-0.487267
2.32753,0.518895,0.64384
-1.03126,-0.733142,0.150719
-1.14856,2.18443,-0.586082
1.9412,-0.31527,0.749257
-1.14711,1.3644,0.717782
-1.24905,-1.14559,0.685114
1.21294,-0.651778,0.417523
2.07167,-1.69459,-0.323878
0.00767433,2.74757,0.0602525
-0.532072,-1.33342,0.493975
1.78116,2.0947,-0.0245165
1.83073,-1.507,-0.651696
0.661549,1.73323,0.735888
0.361378,2.68451,0.245381
2.68682,-0.392034,-0.225595
2.06899,-1.13668,-0.657584
-0.975052,-2.01055,-0.712393
-0.19176,2.17612,0.726938
-1.3319,0.814983,-0.608428
1.15865,0.983459,-0.576076
0.150504,2.64853,0.369248
-1.62118,-1.60684,-0.694732
-1.49927,0.0486998,0.559067
0.761967,2.05466,0.725168
0.719031,2.29607,0.630592
-1.20543,1.23003,0.69666
2.35172,-1.42544,-0.00363521
-0.220238,2.20038,-0.719599
0.885793,0.891421,0.0999258
0.864402,1.07614,-0.422478
-0.0552428,2.12464,0.73945
0.652797,2.09523,0.724323
1.95205,-0.447046,0.749996
-2.36685,1.33607,0.217033
2.65355,0.539762,0.247762
2.54787,-0.681501,-0.395185
-0.96197,-0.818197,-0.138329
1.73107,-2.10595,-0.187802
2.09435,1.43049,0.524339
1.25469,-2.43943,0.100914
-1.38413,2.37225,-0.0721104
-0.17755,1.84414,-0.735386
-0.93801,0.828407,0.0465721
-1.25918,-2.12199,-0.586496
-2.1707,-1.67611,0.105805
1.11303,0.583502,-0.100065
-0.207601,-2.3821,0.639937
-1.65251,1.61384,-0.683016
1.20193,-0.350097,-0.0530525
-1.73383,-0.0600415,-0.701574
-2.22968,0.645874,-0.677671
1.0878,1.01844,-0.550043
2.4239,-1.25975,-0.164614
-1.57985,-2.17606,0.296085
-1.2882,0.727268,-0.539808
0.801412,1.20947,-0.510859
-1.8052,0.368597,0.733264
2.41412,0.895442,-0.481721
-2.55102,-0.520045,0.445309
-0.597874,-1.19796,0.354125
0.283047,1.79893,0.728341
-1.30472,-2.27429,0.419117
-1.14601,0.652247,-0.313416
-0.527804,1.13977,0.0950526
-0.909753,1.36471,-0.65803
-1.64386,1.26179,0.746508
2.5178,-1.05113,0.178679
2.27109,1.46001,-0.2695
1.62901,1.66774,0.672855
-1.44729,1.86696,0.656721
-2.34774,-0.931441,-0.534861
-0.427418,-1.72598,0.716426
1.29568,-2.06462,-0.609165
2.06622,1.49113,0.511964
-1.56285,0.153872,-0.614777
-1.86935,-0.783436,-0.749518
-0.832542,2.044,-0.720855
-2.51489,1.05538,-0.182897
1.43262,1.6446,-0.727811
2.21995,1.6223,0.0259246
-1.98161,1.36143,-0.631748
1.05705,-1.53854,0.738054
-1.9433,1.48201,-0.604509
-1.72816,0.623047,0.732082
-0.25029,-2.40777,0.620867
-1.03703,-0.709522,-0.0986838
1.41107,2.24744,-0.367676
1.81128,-0.407282,-0.736145
-0.880477,2.58159,0.181896
0.655749,2.24354,-0.669816
-0.999789,1.53263,-0.730455
-2.72107,-0.27588,0.149174
1.21518,-0.295124,-0.027491
1.47429,2.19445,0.384911
-1.9839,1.35373,0.633315
-0.529043,1.13501,-0.0580949
1.2267,-0.328592,-0.171822
-1.09909,1.59045,0.747025
0.341837,-1.3085,0.378322
1.64337,-2.1982,0.0899523
1.05435,-1.62725,-0.747513
-1.09938,0.800567,0.390992
0.519568,-1.18502,-0.252891
1.09562,1.74681,0.747435
-1.77988,1.21761,0.733488
1.35468,-0.515671,-0.509366
0.240063,2.7393,0.0173626
-1.0288,1.6735,0.749157
0.225383,-1.32661,-0.366444
2.23377,-0.720102,0.664912
1.03444,-2.06681,0.682377
-2.04195,1.47942,-0.538962
-2.39445,1.25203,0.263923
0.381752,-1.19436,-0.076293
1.73289,-0.268387,0.708353
-2.10634,-0.302216,0.739012
1.25922,0.0890448,0.135624
2.01702,-0.460296,-0.746831
-0.151762,-1.50687,-0.571652
-1.40949,0.693597,0.615121
-1.70846,0.27745,0.700039
-0.103015,2.41444,-0.623631
1.07332,1.88695,-0.730281
-2.10326,0.812565,0.705404
-1.14016,-0.876978,0.497123
-0.816195,-1.86944,0.748941
-1.83729,0.812106,-0.749949
-1.32918,0.503938,0.477328
-0.181179,-2.3675,0.649849
