2,0,0
1.99279,0.169612,0
1.97123,0.338002,0
1.93547,0.503956,0
1.88575,0.66628,0
1.82246,0.823802,0
1.74603,0.97539,0
1.65702,1.11995,0
1.55607,1.25644,0
1.44391,1.38388,0
1.32135,1.50134,0
1.18927,1.60799,0
1.04861,1.70306,0
0.900407,1.78585,0
0.745713,1.85578,0
0.585646,1.91233,0
0.421359,1.95511,0
0.254036,1.9838,0
0.0848824,1.9982,0
-0.0848824,1.9982,0
-0.254036,1.9838,0
-0.421359,1.95511,0
-0.585646,1.91233,0
-0.745713,1.85578,0
-0.900407,1.78585,0
-1.04861,1.70306,0
-1.18927,1.60799,0
-1.32135,1.50134,0
-1.44391,1.38388,0
-1.55607,1.25644,0
-1.65702,1.11995,0
-1.74603,0.97539,0
-1.82246,0.823802,0
-1.88575,0.66628,0
-1.93547,0.503956,0
-1.97123,0.338002,0
-1.99279,0.169612,0
-2,2.44929e-16,0
-1.99279,-0.169612,0
-1.97123,-0.338002,0
-1.93547,-0.503956,0
-1.88575,-0.66628,0
-1.82246,-0.823802,0
-1.74603,-0.97539,0
-1.65702,-1.11995,0
-1.55607,-1.25644,0
-1.44391,-1.38388,0
-1.32135,-1.50134,0
-1.18927,-1.60799,0
-1.04861,-1.70306,0
-0.900407,-1.78585,0
-0.745713,-1.85578,0
-0.585646,-1.91233,0
-0.421359,-1.95511,0
-0.254036,-1.9838,0
-0.0848824,-1.9982,0
0.0848824,-1.9982,0
0.254036,-1.9838,0
0.421359,-1.95511,0
0.585646,-1.91233,0
0.745713,-1.85578,0
0.900407,-1.78585,0
1.04861,-1.70306,0
1.18927,-1.60799,0
1.32135,-1.50134,0
1.44391,-1.38388,0
1.55607,-1.25644,0
1.65702,-1.11995,0
1.74603,-0.97539,0
1.82246,-0.823802,0
1.88575,-0.66628,0
1.93547,-0.503956,0
1.97123,-0.338002,0
1.99279,-0.169612,0
2,-4.89859e-16,0
